0	297.76192654371926
1	300.07985122187074
2	309.8142508941913
3	310.3279800432608
4	314.13294136159965
5	314.85256342040066
6	317.82254752046975
7	321.2359571059779
8	319.34275721645315
9	328.1105983588277
10	333.77063340194616
11	330.48098012609603
12	331.97139023918396
13	334.54420526091144
14	338.0727759672689
15	340.08050517833885
16	346.1879781955655
17	342.3185897578208
18	345.2461343682291
19	344.5753967451949
20	350.25767742554484
21	348.187280077922
22	350.89359847719936
23	343.664738411105
24	348.2916457532608
25	348.6291316920023
26	348.5079064173781
27	346.6673058512632
28	345.0942400359718
29	341.46070105420523
30	346.96506313963016
31	349.5861238387393
32	335.8131078240662
33	349.08925332725056
34	331.9052306561434
35	339.6596588200916
36	334.35111621490057
37	327.4901587829025
38	327.5816163308152
39	330.42462714926813
40	315.94376832069156
41	319.8997612784244
42	320.0763444326491
43	319.9104887895973
44	316.334874760251
45	324.69023802426415
46	313.64276568488253
47	310.18185507534827
48	294.1645784989538
49	299.4005037617166
50	300.0155250498614
51	295.6854111762504
52	295.75873760571295
53	289.0310746339178
54	285.6985736724332
55	289.8015675394185
56	280.37353208265483
57	278.48736763494117
58	285.08349783223815
59	270.9585754659179
60	272.6120236937696
61	272.70240955920116
62	279.5412081750502
63	267.67759068844214
64	265.9112692316468
65	269.0198455065564
66	265.7899803063195
67	256.16511416401966
68	263.31638068682906
69	258.6180935905122
70	259.61511296636843
71	255.70580839605057
72	257.2441871891841
73	255.91268027307837
74	253.1974076273748
75	260.9866119508588
76	266.89257084625126
77	261.2343812747937
78	256.08055985021036
79	257.89971664959364
80	257.57517055812394
81	258.88827911772967
82	251.61463649102123
83	256.4900247394191
84	262.8163141729309
85	270.1502070904133
86	272.4301008924775
87	268.5592232615617
88	272.8462577407369
89	268.28842800945165
90	277.9482336962939
91	198.52311704941275
92	283.89991429939477
93	281.91103358287063
94	279.16741410376966
95	289.187455576189
96	294.634309929509
97	283.01657222614057
98	287.5183663832466
99	305.9100957420481
100	295.8277137523041
101	308.34798523879266
102	299.5206383272305
103	310.8458711386972
104	321.36353711996105
105	310.52744803091514
106	317.31675003839194
107	316.12725457991866
108	323.2262634808565
109	321.6146413914334
110	315.5997560498657
111	332.05892286380913
112	333.6815040303975
113	334.6939287903754
114	327.8016112499605
115	333.6254322852301
116	333.90948729913697
117	335.4614277329917
118	330.7054944737649
119	337.81228014658774
120	331.34783108371283
121	338.4793636747282
122	340.5845891923126
123	349.69118116099685
124	341.5270270377202
125	342.0970324856538
126	347.1657351626085
127	347.11399763303615
128	332.6695954193315
129	330.80226170390404
130	341.4862775680674
131	333.8318921313189
132	340.8217476205661
133	330.5017609544114
134	337.5993511812472
135	321.38918247470025
136	325.51319730247263
137	323.6840613973356
138	314.2920506340525
139	321.07840668245956
140	324.3812609671863
141	322.03602063269534
142	321.9304525073853
143	322.90018601411157
144	311.01986586271704
145	308.28977167567814
146	310.2134981364895
147	305.0904688994694
148	310.9112651632659
149	294.76218862354926
150	303.9827311639577
151	299.9566631767282
152	298.26637378915547
153	294.36282458594593
154	290.8029382041773
155	286.38999990678434
156	290.26335144708355
157	282.8369402929819
158	295.11602520021273
159	284.0978830826558
160	276.43334020682624
161	269.37973040268406
162	278.1546910828362
163	275.3241299538254
164	274.6011524964475
165	271.64236993292155
166	259.13161204833654
167	265.4163470073779
168	262.5126551150466
169	270.60946426122746
170	269.277173787467
171	266.2820802845593
172	270.6426770261618
173	264.0345711641041
174	257.19048431732216
175	264.2915018546184
176	259.3896449797636
177	265.2463843567377
178	254.28104326585017
179	264.7198792941944
180	268.7653540765182
181	274.7002441194852
182	256.7123225906587
183	275.4622396655548
184	271.4214978455395
185	267.1791207731531
186	268.32699633874205
187	274.99377135716225
188	278.69910810294886
189	282.88818292857223
190	286.66308838051424
191	279.5294750467203
192	282.52691057868
193	285.3484909933707
194	283.15157070120813
195	287.49783473206867
196	289.9492630398579
197	296.9065165926725
198	294.11045585613965
199	298.263552634435
200	298.8218250774638
201	299.5648865996997
202	296.41329597183335
203	301.96474054233823
204	304.8676249713086
205	309.0069962057211
206	310.46725096097316
207	310.3815155811118
208	325.10128557523245
209	315.5867496404853
210	317.6020527506528
211	320.4776073015654
212	319.66155441942215
213	327.5954107685823
214	324.8870532068326
215	328.15467124209886
216	324.5277372207294
217	322.1282504845903
218	326.9195964331299
219	325.296066216658
220	402.7959024105395
221	331.35962294446546
222	322.12893908052064
223	332.00523622036
224	332.44496849978344
225	327.73804387088114
226	323.37061507561396
227	329.0779073236881
228	333.6739788390044
229	331.52814267705145
230	331.01063997456725
231	325.6974383408824
232	327.19018703081576
233	321.7620933261775
234	327.83233106898496
235	319.0850560119493
236	319.0155054902861
237	330.956396560666
238	326.69365310412303
239	321.1919572719643
240	318.1688606183801
241	324.78710866197076
242	305.8789969353395
243	312.03955446256094
244	316.52298489745976
245	305.84520451819094
246	310.61546251683853
247	300.6789251383037
248	298.07193214236145
249	294.23717022584543
250	301.97363922801316
251	298.3811508313241
252	302.8146508567091
253	284.2384566286189
254	286.3076283903795
255	288.2052530905515
256	288.31552836062264
257	284.7780827258521
258	273.58996712188343
259	293.9911664361802
260	292.14757007018994
261	284.503382339599
262	277.7317050626655
